company_id,company_id,company_name,broad_sector,return_on_equity_pct_z,return_on_equity_pct_outlier,return_on_capital_employed_pct_z,return_on_capital_employed_pct_outlier,net_profit_margin_pct_z,net_profit_margin_pct_outlier,debt_to_equity_z,debt_to_equity_outlier,free_cash_flow_cr_z,free_cash_flow_cr_outlier,pat_cagr_5yr_z,pat_cagr_5yr_outlier,revenue_cagr_5yr_z,revenue_cagr_5yr_outlier,eps_cagr_5yr_z,eps_cagr_5yr_outlier,interest_coverage_z,interest_coverage_outlier,asset_turnover_z,asset_turnover_outlier
1,1,Nifty 100 Company 001,Technology,-1.5470839403108259,False,-1.4714154338836611,False,-1.2413462410760099,False,0.41884353783896805,False,-1.24219573180323,False,1.4932781683590572,False,1.4932781683590572,False,1.4932781683590572,False,-1.1238442475487878,False,-1.6119538622028828,False
2,2,Nifty 100 Company 002,Technology,-0.7617114161089076,False,-0.8731668569712919,False,-0.7624470604218517,False,0.8932769570387207,False,-1.1078803510945034,False,2.0712798106756938,False,2.0712798106756938,False,2.0712798106756938,False,-1.0540827808287045,False,-0.9629020234325578,False
3,3,Nifty 100 Company 003,Technology,0.09729956952182105,False,-0.24983606201839742,False,-0.268344731175499,False,1.3584380618567191,False,-0.9178442296763082,False,2.571219353330519,False,2.571219353330519,False,2.571219353330519,False,-0.9787566271080993,False,-0.3401039669046285,False
4,4,Nifty 100 Company 004,Technology,-0.6380283590285118,False,-1.0806258350320281,False,0.24096074666305092,False,1.8145960485169497,False,-0.011276503908004654,False,0.5759707462374972,False,0.5759707462374972,False,0.5759707462374972,False,-1.402049614830084,False,-2.565369235041602,False
5,5,Nifty 100 Company 005,Technology,-0.31734210784261985,False,-0.4678430673588947,False,0.11933555792548545,False,2.262009792621393,False,0.06962246742824037,False,1.2359220429799789,False,1.2359220429799789,False,1.2359220429799789,False,-1.3053921609408121,False,-1.9356341593193347,False
6,6,Nifty 100 Company 006,Technology,0.5688159476838371,False,0.16762693029152936,False,0.6210394614679399,False,2.7009283390529677,False,-1.0559466897326137,False,1.8047490560534942,False,1.8047490560534942,False,1.8047490560534942,False,-1.2087347070515397,False,-1.3299144042813908,False
7,7,Nifty 100 Company 007,Technology,1.5279212610984516,False,1.578935060356434,False,1.1379465136025853,False,-0.2951230663504075,False,-0.8353935453057217,False,2.299868030800917,False,2.299868030800917,False,2.299868030800917,False,0.8162389519287101,False,0.2582490160014108,False
8,8,Nifty 100 Company 008,Technology,0.5910332542810491,False,0.43722154478178393,False,1.67005671432943,False,0.1594410928088873,False,0.1388873391060493,False,0.35951169697606156,False,0.35951169697606156,False,0.35951169697606156,False,-0.12449022429361838,False,-2.008839396008278,False
9,9,Nifty 100 Company 009,Technology,-1.571707197886248,False,-1.7580150581691216,False,-1.340166706925282,False,0.605613298260626,False,-0.8663348531344367,False,1.0032907659001598,False,1.0032907659001598,False,1.0032907659001598,False,-1.3158014252058103,False,-1.381796569951144,False
10,10,Nifty 100 Company 010,Financials,-1.0253852246999777,False,-1.0325308464014362,False,-1.1618950038622247,False,0.9826218891517167,False,-0.7443866326142013,False,2.083772570989792,False,2.083772570989792,False,2.083772570989792,False,-0.9445917616343779,False,-0.613395777746316,False
11,11,Nifty 100 Company 011,Technology,-0.4941985989283953,False,-0.6127910170739993,False,-0.86886910056722,False,1.4736945680821354,False,-0.6752987388718886,False,2.051375530283838,False,2.051375530283838,False,2.051375530283838,False,-1.147115580197129,False,-0.19899578648337174,False
12,12,Nifty 100 Company 012,Technology,-1.0472162408943613,False,-1.2866787039535004,False,-0.38236834561696487,False,1.8960394972617616,False,-0.8710004869149851,False,0.1643564478215338,False,0.1643564478215338,False,0.1643564478215338,False,-1.4904221441002758,False,-2.288955301685805,False
13,13,Nifty 100 Company 013,Technology,-0.242576849285083,False,-0.7123097161292623,False,0.11933555792548545,False,2.3108649321533234,False,-0.6825400663654781,False,0.7918077867366882,False,0.7918077867366882,False,0.7918077867366882,False,-1.3939100397657243,False,-1.7025869149531323,False
14,14,Nifty 100 Company 014,Technology,0.6320131585859268,False,0.4939069720931275,False,0.636242610060135,False,-0.49669450344366917,False,-0.43166330084431404,False,1.3399530084655402,False,1.3399530084655402,False,1.3399530084655402,False,0.4363751581438708,False,-0.21366180918795186,False
15,15,Nifty 100 Company 015,Technology,0.8842502280319547,False,1.164950902235592,False,0.4842111241381792,False,-0.06819778752363209,False,-0.4341460416992594,False,1.8229428123491755,False,1.8229428123491755,False,1.8229428123491755,False,0.39493852791133954,False,0.3628882403359862,False
16,16,Nifty 100 Company 016,Technology,0.14756626367977166,False,0.20709522058708751,False,0.9935166019767284,False,0.3528683495076183,False,0.6037235930878927,False,-0.012605045037312477,False,-0.012605045037312477,False,-0.012605045037312477,False,-0.34922688631308985,False,-1.7638844826752105,False
17,17,Nifty 100 Company 017,Technology,1.0458754426226837,False,0.8678576865512901,False,1.518025228407473,False,0.7666955271629728,False,1.0570216987486871,False,0.5989850704405811,False,0.5989850704405811,False,0.5989850704405811,False,-0.29548841858048647,False,-1.1799954122684084,False
18,18,Nifty 100 Company 018,Technology,-1.3240137446825238,False,-1.5268075187385854,False,-1.4313855984784545,False,1.1734688324719298,False,-1.638994991377917,False,1.136245138830137,False,1.136245138830137,False,1.136245138830137,False,-1.3972167421356203,False,-0.6172958645779822,False
19,19,Nifty 100 Company 019,Technology,-0.5585077032964291,False,-0.9745093107895826,False,-0.9448848435281986,False,1.5733670960010162,False,-1.5542999452562127,False,1.6120818419479488,False,1.6120818419479488,False,1.6120818419479488,False,-1.3042875043249347,False,-0.07465293442899677,False
20,20,Nifty 100 Company 020,Financials,-1.2389479446896803,False,-1.3203220474719466,False,-0.7745966692414826,False,1.8944244127029768,False,-0.44116171036666746,False,0.18061938769925756,False,0.18061938769925756,False,0.18061938769925756,False,-1.2030258101350688,False,-1.8759099337142733,False
21,21,Nifty 100 Company 021,Technology,-0.7332995679343165,False,-0.4841018763252181,False,-0.4963919600584314,False,-0.6748144159997649,False,-0.34837304227157345,False,0.4221790797722959,False,0.4221790797722959,False,0.4221790797722959,False,0.05264506620346076,False,-0.6443662837370802,False
