company_id,company_id,company_name,broad_sector,return_on_equity_pct_z,return_on_equity_pct_outlier,return_on_capital_employed_pct_z,return_on_capital_employed_pct_outlier,net_profit_margin_pct_z,net_profit_margin_pct_outlier,debt_to_equity_z,debt_to_equity_outlier,free_cash_flow_cr_z,free_cash_flow_cr_outlier,pat_cagr_5yr_z,pat_cagr_5yr_outlier,revenue_cagr_5yr_z,revenue_cagr_5yr_outlier,eps_cagr_5yr_z,eps_cagr_5yr_outlier,interest_coverage_z,interest_coverage_outlier,asset_turnover_z,asset_turnover_outlier
1,1,Nifty 100 Company 001,Technology,-1.5461704541674886,False,-1.4722570112680637,False,-1.2413462410760108,False,0.34564180053354876,False,-1.2429328391285477,False,1.4963609805675253,False,1.4963609805675253,False,1.4963609805675253,False,-1.1237767963092915,False,-1.625274593513572,False
2,2,Nifty 100 Company 002,Technology,-0.7625631386010161,False,-0.8745851524466715,False,-0.7624470604218524,False,0.8625475562864237,False,-1.107994412685159,False,2.0714234973142243,False,2.0714234973142243,False,2.0714234973142243,False,-1.0541801136547093,False,-1.0137705533430077,False
3,3,Nifty 100 Company 003,Technology,0.09880673499876971,False,-0.25035009989988394,False,-0.26834473117549834,False,1.3794533120392978,False,-0.9175812998150437,False,2.5687748631492076,False,2.5687748631492076,False,2.5687748631492076,False,-0.9783970592086085,False,-0.2799657051383288,False
4,4,Nifty 100 Company 004,Technology,-0.6369466987010478,False,-1.0804499038184847,False,0.24096074666305092,False,1.896359067792172,False,-0.011994526794967902,False,0.5793693998092758,False,0.5793693998092758,False,0.5793693998092758,False,-1.402163526927621,False,-2.6036810577864773,False
5,5,Nifty 100 Company 005,Technology,-0.3199147313344603,False,-0.46617604891872066,False,0.1193355579254868,False,2.1548119456686097,False,0.0689685290710655,False,1.2321430674676908,False,1.2321430674676908,False,1.2321430674676908,False,-1.3062747641590853,False,-1.8698762095817982,False
6,6,Nifty 100 Company 006,Technology,0.5713638184319852,False,0.16802020127508988,False,0.6210394614679384,False,2.6717177014214837,False,-1.0555183579571745,False,1.80720558421439,False,1.80720558421439,False,1.80720558421439,False,-1.20883940844267,False,-1.2583721694112326,False
7,7,Nifty 100 Company 007,Technology,1.5284414557650818,False,1.57918986793671,False,1.1379465136025853,False,-0.17126395521932541,False,-0.8351189280996394,False,2.3045569500493723,False,2.3045569500493723,False,2.3045569500493723,False,0.8156507603317353,False,0.20923752699812376,False
8,8,Nifty 100 Company 008,Technology,0.5893090241319814,False,0.43697253774471706,False,1.6700567143294274,False,0.08718892265711203,False,0.1394363739915017,False,0.3617781772564706,False,0.3617781772564706,False,0.3617781772564706,False,-0.12467775197906537,False,-1.9921770176159115,False
9,9,Nifty 100 Company 009,Technology,-1.570097395100816,False,-1.757811343816062,False,-1.3401667069252814,False,0.6040946784099862,False,-0.8666045609364301,False,0.9990096147325427,False,0.9990096147325427,False,0.9990096147325427,False,-1.3155543218463628,False,-1.3806729774453457,False
10,10,Nifty 100 Company 010,Financials,-1.0276471147081956,False,-1.0319108576601925,False,-1.1618950038622253,False,1.0799988033260879,False,-0.7439507811951073,False,2.08455997636326,False,2.08455997636326,False,2.08455997636326,False,-0.9449017812796277,False,-0.6217700042172577,False
